Country,YearsWithThisDatabase,OtherDatabases,YearsWithThisTypeOfJob,JobTitle,OtherPeopleOnYourTeam,EmploymentStatus,EmploymentSector,Survey Year,PrimaryDatabase,ManageStaff,HowManyCompanies,Gender,Actual Salary,Predicted Salary
United States,17,Microsoft Access,2,DBA (General),0,Consulting Full time employee,Federal government,2018,Microsoft SQL Server,Yes,0,Male,137000.0,122061.79539999997
United Kingdom,15,"Azure SQL DB (any flavor), Amazon RDS (any flavor)",7,DBA (Development Focus),0,Full time employee,Private business,2021,Microsoft SQL Server,Yes,0,Male,73000.0,78443.19
United States,19,Microsoft Access,3,Analyst,0,Full time employee,Private business,2019,Microsoft SQL Server,No,0,Male,131000.0,100156.67
Denmark,15,"Oracle, DB2",20,DBA (Production Focus),3,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,96000.0,86855.7092
United Kingdom,2,"Microsoft SQL Server, Microsoft Access",2,DBA (General),0,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,66500.0,45763.357499999984
United States,10,Oracle,10,DBA,0,Full time employee,Local government,2017,Microsoft SQL Server,No,0,Not Asked,95000.0,92888.58
Slovenia,6,Azure SQL DB,6,DBA,1,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,25500.0,40055.55000000001
United States,3,Microsoft Access,4,DBA (Development Focus),0,Full time employee,Private business,2018,Microsoft SQL Server,Yes,0,Female,75000.0,86112.91
United States,10,"Microsoft SQL Server, Microsoft Access, SAP HANA",10,DBA (General),6,Full time employee,Private business,2021,Microsoft SQL Server,Yes,2,Male,115000.0,122886.39999999998
Bulgaria,5,"Microsoft Access, Redis, SQLite",5,Developer: App Code,1,Full time employee,Private business,2018,Microsoft SQL Server,Yes,0,Male,20000.0,30747.779499999982
United States,19,PostgreSQL,13,Engineer,3,Full time employee,Private business,2019,Microsoft SQL Server,No,2,Male,134000.0,112844.04000000001
Australia,10,"Microsoft SQL Server, Azure SQL DB (any flavor)",7,DBA (General),2,Full time employee,Private business,2021,Microsoft SQL Server,No,0,Male,137000.0,79412.14439999999
United States,2,PostgreSQL,5,Analyst,2,Full time employee,Private business,2021,Oracle,No,2,Male,52000.0,97323.0
Sweden,6,"Microsoft SQL Server, Oracle",6,DBA (General),0,Consulting Full time employee,Private business,2020,Microsoft SQL Server,No,2,Male,54999.99999999999,52487.30000000002
United States,11,"Microsoft SQL Server, MySQL/MariaDB, Microsoft Access",3,DBA,0,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,81000.0,103445.06
United States,20,"Microsoft SQL Server, Oracle, Azure SQL DB, Amazon RDS (any flavor)",1,Data Scientist,0,Full time employee,Local government,2018,Microsoft SQL Server,Yes,0,Male,116000.0,127914.03000000001
United States,8,"Microsoft SQL Server, Azure SQL DB (any flavor)",7,Developer: BI,1,Consulting Full time employee,Private business,2020,Azure SQL DB,No,0,Female,170000.0,106480.91
United States,15,"Microsoft SQL Server, Microsoft Access",10,Analyst,0,Full time employee,State/province government,2018,Microsoft SQL Server,Yes,0,Male,86000.0,96262.45
United States,20,Azure SQL DB,22,Architect,0,Full time employee,Private business,2019,Microsoft SQL Server,Yes,6,Male,120000.0,140862.23
United States,11,"Microsoft SQL Server, MySQL/MariaDB",3,Developer: BI,2,Full time employee,Private business,2020,Microsoft SQL Server,No,1,Male,82500.0,95658.21
United States,20,"Oracle, MySQL/MariaDB, PostgreSQL, DB2, Microsoft Access, Azure SQL DB",7,Manager,4,Full time employee,Private business,2018,Microsoft SQL Server,Yes,0,Male,98000.0,132100.50000000003
United States,4,"Microsoft SQL Server, Azure SQL DB (any flavor)",4,DBA (General),1,Full time employee,Private business,2020,Microsoft SQL Server,No,1,Female,106000.0,84587.39
Canada,10,MongoDB,2,DBA,4,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,60000.0,62493.630000000005
United States,10,"Microsoft SQL Server, Oracle, Azure SQL DB",10,DBA,0,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,95000.0,108260.0
United States,22,DB2,2,DBA (General),2,Full time employee,Private business,2018,Microsoft SQL Server,Yes,0,Male,90000.0,133415.68
United Kingdom,1,"Microsoft SQL Server, MySQL/MariaDB, MongoDB",1,Developer: App Code,3,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,29000.0,37708.882800000036
Canada,18,"SQLite, Azure SQL DB (any flavor)",12,Manager,1,Full time employee,Private business,2020,Microsoft SQL Server,Yes,2,Male,114000.0,79000.4808
United States,20,PostgreSQL,7,Developer: BI,2,Consulting Full time employee,Private business,2021,Microsoft SQL Server,No,0,Male,145000.0,120486.93000000001
United States,10,"Microsoft SQL Server, DB2, Microsoft Access, Teradata",10,Analyst,6,Full time employee,Private business,2020,Oracle,No,1,Male,80000.0,95446.66666666667
United States,3,"Microsoft SQL Server, Microsoft Access",2,Developer: T-SQL,1,Full time employee,Private business,2021,Microsoft SQL Server,No,2,Male,71114.0,76973.79
United States,3,Azure SQL DB,3,DBA,2,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,84000.0,74791.0
United Kingdom,3,"Microsoft SQL Server, Microsoft Access",3,Developer: T-SQL,1,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,41262.0,42557.252799999995
United States,20,PostgreSQL,1,Developer: T-SQL,0,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,100000.0,114725.00000000001
United States,14,Microsoft Access,14,Developer: T-SQL,1,Full time employee,Private business,2021,Microsoft SQL Server,Yes,1,Male,111000.0,115698.71
Costa Rica,5,Azure SQL DB,5,DBA (General),3,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,50700.0,54807.93360000001
United States,18,Microsoft Access,5,Developer: T-SQL,3,Full time employee,Private business,2018,Microsoft SQL Server,Yes,0,Male,88000.0,115637.40269999999
United States,13,"Microsoft SQL Server, Oracle, PostgreSQL, MongoDB, Azure SQL DB (any flavor), CosmosDB",12,DBA (Production Focus),0,Full time employee,Private business,2021,Microsoft SQL Server,No,0,Male,135000.0,116295.6
United States,25,"Azure SQL DB (any flavor), CosmosDB",25,Engineer,0,Full time employee,Private business,2020,Microsoft SQL Server,No,1,Male,135000.0,123748.87999999999
United States,15,Redis,7,Engineer,0,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,125900.0,111212.88
Swaziland,4,"Oracle, Microsoft Access",4,DBA (Production Focus),1,Full time employee,Local government,2020,Microsoft SQL Server,No,1,Male,106000.0,41571.18000000003
United States,15,Azure SQL DB,2,Data Scientist,0,Consulting Full time employee,Private business,2018,Microsoft SQL Server,No,0,Female,160000.0,112880.92
United States,4,MySQL/MariaDB,1,DBA (Production Focus),6,Full time employee,Private business,2019,Microsoft SQL Server,Yes,0,Male,100000.0,89889.01
United States,4,"MySQL/MariaDB, Microsoft Access",4,Developer: T-SQL,0,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,32000.0,74738.91
Norway,8,"Microsoft SQL Server, Oracle",8,Engineer,6,Consulting Full time employee,Private business,2021,Microsoft SQL Server,Yes,2,Male,79500.0,82738.70000000001
United States,8,"MySQL/MariaDB, Azure SQL DB",1,DBA,2,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,95000.0,93830.0
United States,5,"Microsoft SQL Server, MySQL/MariaDB, MongoDB",5,DBA (General),1,Full time employee,Private business,2021,MySQL/MariaDB,No,2,Male,125000.0,90946.72
Denmark,15,"Microsoft SQL Server, MySQL/MariaDB, Teradata, Azure SQL DB (any flavor), Amazon RDS (any flavor), Data Lakes, both Azure and AWS",3,Architect,0,Full time employee,Private business,2020,Microsoft SQL Server,Yes,1,Male,123500.0,98792.92000000001
United States,15,"Oracle, Azure SQL DB (any flavor)",21,DBA (General),0,Full time employee,Non-profit,2021,Microsoft SQL Server,No,0,Male,122000.0,116565.45
United States,15,"Microsoft SQL Server, Oracle, Microsoft Access",6,Manager,0,Full time employee,Local government,2017,Microsoft SQL Server,Yes,0,Not Asked,90000.0,108621.82
United States,15,Azure SQL DB,1,DBA,1,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,150000.0,109458.61999999998
Canada,7,"Oracle, Microsoft Access, Teradata",7,Developer: BI,0,Full time employee,Federal government,2021,Microsoft SQL Server,Yes,1,Male,68000.0,65011.850000000006
United States,14,"MongoDB, Redis, SQLite, Azure SQL DB",2,Architect,0,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,137000.0,123137.99999999999
United States,12,Microsoft Access,19,Manager,0,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,115700.0,110554.59
South Africa,17,Oracle,17,Developer: T-SQL,1,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,65000.0,61584.51000000002
United States,20,"Microsoft SQL Server, MySQL/MariaDB, Azure SQL DB (any flavor)",23,DBA (General),0,Full time employee,Private business,2020,Microsoft SQL Server,No,0,Female,125000.0,124067.20000000001
United States,6,"Microsoft SQL Server, Oracle, MySQL/MariaDB, Microsoft Access",5,DBA (General),0,Full time employee,Private business,2018,Microsoft SQL Server,Yes,0,Male,71000.0,102872.0
United States,12,SQLite,10,Developer: App Code,4,Full time employee,State/province government,2017,Microsoft SQL Server,No,0,Not Asked,65000.0,99904.71
United States,2,"Microsoft SQL Server, SQLite",2,Architect,0,Full time employee,Private business,2020,Microsoft SQL Server,No,1,Male,103000.0,70998.0
New Zealand,12,"Oracle, MySQL/MariaDB, PostgreSQL, Cassandra, Microsoft Access, SQLite, Azure SQL DB (any flavor), CosmosDB",4,DBA (Production Focus),0,Independent consultant,Private business,2020,Microsoft SQL Server,Yes,2,Male,178000.0,81963.22
Pakistan,7,Microsoft SQL Server,3,DBA (Development Focus),3,Full time employee,Private business,2018,Microsoft SQL Server,Yes,0,Male,16380.0,62897.51000000001
United States,4,"Microsoft SQL Server, Oracle, Amazon RDS (any flavor)",3,DBA (Production Focus),6,Full time employee,Private business,2019,Microsoft SQL Server,No,1,Male,93500.0,85526.5
United States,7,Azure SQL DB (any flavor),5,DBA (Production Focus),0,Full time employee,Private business,2020,Microsoft SQL Server,No,1,Male,77000.0,93739.0
United States,24,"Microsoft SQL Server, DB2",18,Manager,0,Full time employee,Private business,2018,Microsoft SQL Server,Yes,0,Female,135000.0,129414.6
United States,9,"Microsoft SQL Server, Oracle, MySQL/MariaDB, SAP HANA",1,DBA (Development Focus),2,Full time employee,Private business,2021,Microsoft SQL Server,No,0,Male,117000.0,107824.0
Belgium,4,Oracle,4,DBA (General),2,Full time employee,Private business,2021,Microsoft SQL Server,No,2,Male,84491.0,33113.49199999999
Spain,3,"Oracle, MySQL/MariaDB, PostgreSQL",3,Analyst,3,Consulting Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,30000.0,40247.89000000004
United States,15,"Oracle, DB2, Azure SQL DB",10,Developer: App Code,0,Full time employee,Private business,2017,Microsoft SQL Server,Yes,0,Not Asked,99000.0,121963.14999999998
Canada,8,"Oracle, MySQL/MariaDB, PostgreSQL, Microsoft Access",8,DBA (Production Focus),4,Full time employee,State/province government,2018,Microsoft SQL Server,No,0,Male,52490.0,71350.14
Canada,10,"MongoDB, Cassandra",10,DBA (Production Focus),2,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Non-binary/third gender,93396.0,73909.3692
United States,30,DB2,12,DBA,0,Full time employee,State/province government,2017,Microsoft SQL Server,No,0,Not Asked,115000.0,92417.08
United States,21,"Microsoft SQL Server, MySQL/MariaDB, Azure SQL DB (any flavor), Amazon RDS (any flavor)",25,Developer: T-SQL,1,Full time employee,Private business,2021,Microsoft SQL Server,No,0,Male,120000.0,121142.54
United States,20,"Microsoft SQL Server, MySQL/MariaDB, PostgreSQL, Microsoft Access",2,DBA,0,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,100000.0,116055.64
Ukraine,8,"Microsoft SQL Server, MySQL/MariaDB, MongoDB, Azure SQL DB",8,DBA (Production Focus),2,Full time employee,Private business,2019,Microsoft SQL Server,No,0,Male,2900.0,15078.939999999988
United States,13,"Microsoft SQL Server, PostgreSQL, DB2, Microsoft Access, Azure SQL DB",4,Developer: BI,0,Full time employee,Private business,2018,Microsoft SQL Server,Yes,0,Male,134000.0,121349.77999999997
Ukraine,3,Microsoft SQL Server,8,DBA (General),0,Full time employee,Private business,2019,PostgreSQL,Yes,0,Male,3300.0,57120.82199999999
New Zealand,4,"Microsoft SQL Server, Microsoft Access",2,Analyst,0,Full time employee,Private business,2020,Microsoft SQL Server,No,1,Male,77850.0,60561.7
United Kingdom,10,"Oracle, MySQL/MariaDB, SQLite, Azure SQL DB, Amazon RDS (any flavor)",2,Architect,0,Independent consultant,Private business,2017,Microsoft SQL Server,Yes,0,Not Asked,48000.00000000001,91974.81999999999
United States,18,"SAP HANA, Hadoop",8,DBA (General),1,Full time employee,Private business,2020,Microsoft SQL Server,Yes,0,Male,145000.0,123191.8
United States,15,"Microsoft SQL Server, MySQL/MariaDB, Azure SQL DB (any flavor), CosmosDB",15,DBA (Production Focus),1,Full time employee,"Education (K-12, college, university)",2021,Microsoft SQL Server,No,2,Male,100000.0,104360.51
United States,10,Microsoft SQL Server,10,Architect,0,Full time employee,Private business,2020,Microsoft SQL Server,No,1,Male,150000.0,125837.49999999996
Australia,12,"SQLite, Informix IDS",12,Developer: T-SQL,2,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,63000.0,93043.7912
Ireland,6,"MySQL/MariaDB, PostgreSQL",8,DBA (Production Focus),6,Full time employee,Private business,2020,Microsoft SQL Server,No,0,Male,83000.0,69248.6372
United States,13,"PostgreSQL, Cassandra, Redis, Elasticsearch",8,DBA (Production Focus),0,Full time employee,Private business,2019,Microsoft SQL Server,Yes,0,Male,124000.0,124172.80000000002
United Kingdom,15,"Microsoft SQL Server, Oracle, MySQL/MariaDB, Azure SQL DB (any flavor)",7,DBA (Production Focus),6,Full time employee,Private business,2020,Microsoft SQL Server,Yes,0,Male,63000.0,76193.76000000001
United States,20,"Microsoft SQL Server, Oracle, MySQL/MariaDB, Microsoft Access, SAP, Amazon RDS (any flavor)",1,DBA (Production Focus),6,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,120000.0,122696.81
United States,6,"MySQL/MariaDB, PostgreSQL, Microsoft Access, Raven DB",1,Developer: App Code,0,Full time employee,Non-profit,2018,Microsoft SQL Server,No,0,Male,65000.0,79686.54999999999
United States,10,"Oracle, MySQL/MariaDB",20,DBA (General),0,Full time employee,Private business,2021,Microsoft SQL Server,No,6,Male,117000.0,111900.83
Australia,7,"MySQL/MariaDB, Azure SQL DB, Amazon RDS (any flavor)",1,Developer: BI,6,Full time employee,Private business,2018,Microsoft SQL Server,Yes,0,Prefer not to say,83000.0,81934.92
United Kingdom,12,PostgreSQL,12,DBA (General),3,Full time employee,Private business,2020,Microsoft SQL Server,No,2,Male,72000.0,68522.65170000002
United States,10,"Microsoft SQL Server, Azure SQL DB",7,DBA (General),0,Full time employee,Private business,2018,Microsoft SQL Server,Yes,0,Male,140000.0,116524.94
United States,2,"Microsoft SQL Server, MongoDB",2,DBA (Production Focus),1,Full time employee,State/province government,2018,Microsoft SQL Server,No,0,Male,80000.0,69625.65999999999
United Kingdom,20,"Microsoft SQL Server, MySQL/MariaDB, DB2, Microsoft Access, Amazon RDS (any flavor), DynamoBD",20,Architect,0,Full time employee,Private business,2020,Microsoft SQL Server,Yes,1,Male,105000.0,80740.20999999999
Australia,7,pervasive,7,Engineer,3,Full time employee,State/province government,2021,Microsoft SQL Server,No,1,Male,158400.0,84048.7444
Sweden,15,MongoDB,2,DBA (General),0,Full time employee,Private business,2020,Microsoft SQL Server,No,0,Male,77000.0,66510.48
New Zealand,6,"Microsoft SQL Server, Azure SQL DB",4,Manager,0,Full time employee,Private business,2019,Microsoft SQL Server,Yes,1,Male,103000.0,84804.21
United States,12,"Microsoft SQL Server, MySQL/MariaDB, Redis, Elasticsearch, Azure SQL DB",12,DBA (General),1,Full time employee,Private business,2019,Microsoft SQL Server,No,0,Male,190000.0,114766.04
United States,20,"Microsoft SQL Server, Oracle, MySQL/MariaDB, Microsoft Access",6,DBA (General),1,Full time employee,Private business,2018,Microsoft SQL Server,Yes,0,Male,120000.0,127365.13999999996
United States,3,Microsoft SQL Server,2,DBA (General),3,Full time employee,Private business,2020,Microsoft SQL Server,No,2,Male,75700.0,81252.18
United States,15,Amazon RDS (any flavor),10,Engineer,0,Full time employee,Private business,2020,Microsoft SQL Server,No,0,Female,120000.0,121411.13
Canada,10,"MySQL/MariaDB, Microsoft Access",10,Developer: T-SQL,1,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,58000.0,66711.3879
Saudi Arabia,8,"Microsoft SQL Server, Oracle, PostgreSQL",4,DBA (Production Focus),4,Full time employee,State/province government,2018,Microsoft SQL Server,No,0,Male,65000.0,50408.53999999999
United States,4,Microsoft SQL Server,12,Engineer,6,Full time employee,Private business,2020,Azure SQL DB,Yes,0,Female,155000.0,143250.3
United Kingdom,7,"Microsoft SQL Server, Azure SQL DB (any flavor)",7,DBA (General),3,Full time employee,Private business,2020,Microsoft SQL Server,No,1,Male,60000.0,67100.7267
United States,24,"Oracle, Microsoft Access, SAP, Azure SQL DB, Amazon RDS (any flavor), FoxPro",24,DBA,0,Consulting Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,90000.0,130169.99999999997
United States,2,"MySQL/MariaDB, SQLite, Amazon RDS (any flavor), Redshift",4,Developer: BI,0,Full time employee,Private business,2018,PostgreSQL,No,0,Male,90000.0,97314.86
United States,11,"Microsoft SQL Server, Oracle, SAP HANA",3,DBA (General),1,Consulting Full time employee,Private business,2020,Microsoft SQL Server,No,0,Male,140000.0,120123.1
France,20,"Microsoft SQL Server, HP Vertica",20,Architect,6,Full time employee,Private business,2018,Oracle,Yes,0,Female,87324.0,87439.53
United States,5,Microsoft SQL Server,5,DBA (Production Focus),6,Full time employee,Private business,2019,Microsoft SQL Server,No,2,Male,98760.0,84892.04
Australia,5,"Microsoft Access, Azure SQL DB (any flavor)",5,DBA (General),0,Part time,Private business,2021,Microsoft SQL Server,No,1,Male,56500.0,85396.32
United States,8,SAP,2,Manager,1,Full time employee,Non-profit,2018,Microsoft SQL Server,Yes,0,Female,149000.0,100970.04999999999
United States,20,"Microsoft SQL Server, Oracle, MongoDB, DB2, Microsoft Access, SQLite, Azure SQL DB (any flavor), CosmosDB, Sybase",5,Architect,0,Full time employee,Private business,2020,Microsoft SQL Server,Yes,1,Female,165000.0,135254.03999999998
United States,5,"Microsoft SQL Server, MySQL/MariaDB",3,Analyst,1,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,70760.0,83948.0
United States,10,Microsoft SQL Server,4,Architect,0,Full time employee,Private business,2021,Microsoft SQL Server,No,2,Male,125500.0,130421.99999999997
United States,6,Azure SQL DB,6,DBA,0,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,134000.0,108277.49999999999
Ukraine,5,"MySQL/MariaDB, Elasticsearch",3,DBA (General),1,Full time employee,Private business,2019,Microsoft SQL Server,No,2,Male,18000.0,39144.6315
United States,20,Microsoft Access,12,DBA,1,Full time employee,Private business,2017,Microsoft SQL Server,Yes,0,Not Asked,97000.0,120141.7581
United States,30,"Microsoft SQL Server, PostgreSQL, SAP",25,DBA,0,Full time employee,Private business,2017,Oracle,No,0,Not Asked,120000.0,124661.0
United States,18,"MySQL/MariaDB, SQLite, Azure SQL DB",2,DBA (General),0,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,120000.0,122358.99999999999
United States,8,"PostgreSQL, Microsoft Access, SQLite, Apache Derby, Elasticsearch",3,Other,0,Full time employee,Private business,2020,Microsoft SQL Server,Yes,2,Male,145000.0,119797.93999999999
Australia,15,"MySQL/MariaDB, PostgreSQL, Microsoft Access",17,Analyst,1,Full time employee,Private business,2021,Microsoft SQL Server,No,2,Male,65000.0,86975.0844
United States,5,"Microsoft SQL Server, MySQL/MariaDB, Cache",30,DBA (Production Focus),1,Full time employee,Non-profit,2020,Other,Yes,0,Male,99350.0,109945.8
United States,20,Microsoft Access,20,DBA (Development Focus),0,Full time employee,Private business,2019,Microsoft SQL Server,Yes,1,Male,104000.0,121233.27810000001
United States,15,"PostgreSQL, Microsoft Access, Elasticsearch",10,Manager,0,Full time employee,Private business,2018,Microsoft SQL Server,Yes,0,Male,92000.0,130614.49999999997
United States,18,"Microsoft SQL Server, MySQL/MariaDB",8,DBA (Production Focus),0,Full time employee,Private business,2020,Microsoft SQL Server,No,0,Male,130000.0,119439.45999999999
United States,2,"Microsoft SQL Server, MySQL/MariaDB, PostgreSQL, Microsoft Access, SQLite",2,Other,0,Full time employee,Non-profit,2020,Oracle,No,1,Male,67000.0,79313.44
United States,12,"Oracle, MySQL/MariaDB",8,DBA (General),0,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,105000.0,105161.0
South Africa,23,Microsoft SQL Server,23,Developer: T-SQL,2,Full time employee,Private business,2021,Microsoft SQL Server,No,0,Male,96000.0,77783.91
United States,17,"Microsoft SQL Server, Oracle, Microsoft Access, Redis, Azure SQL DB",1,Architect,0,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,140000.0,132320.0
United States,4,"Microsoft SQL Server, Oracle, MySQL/MariaDB, PostgreSQL, Microsoft Access, SQLite, SAP",4,Analyst,0,Full time employee,State/province government,2019,Microsoft SQL Server,No,1,Male,40000.0,74953.19
Romania,5,Azure SQL DB,5,Developer: App Code,1,Part time,Private business,2018,Microsoft SQL Server,Yes,0,Male,22140.0,39746.112
United States,10,"Microsoft SQL Server, Oracle, DB2",15,Developer: BI,5,Full time employee,Private business,2017,Microsoft SQL Server,Yes,0,Not Asked,85000.0,116027.78
United States,16,"Oracle, MySQL/MariaDB, PostgreSQL, Cassandra, Azure SQL DB, Amazon RDS (any flavor)",3,Engineer,5,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,146000.0,119086.86000000003
Australia,4,Elasticsearch,1,DBA,0,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,75000.0,56829.34999999999
United States,17,MySQL/MariaDB,17,DBA (General),0,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,80000.0,100100.87999999999
United States,3,"MySQL/MariaDB, PostgreSQL, Microsoft Access",25,DBA (Production Focus),1,Full time employee,Non-profit,2018,Microsoft SQL Server,No,0,Male,85000.0,100944.54
United States,15,"Oracle, PostgreSQL, Microsoft Access",1,DBA (Production Focus),0,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,105000.0,115421.99999999999
United States,7,"Microsoft SQL Server, Oracle, MySQL/MariaDB",2,DBA,3,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,92000.0,101121.0
United Kingdom,10,MySQL/MariaDB,14,Engineer,0,Full time employee,"Education (K-12, college, university)",2019,Microsoft SQL Server,No,1,Male,36000.0,54154.29150000001
United States,18,Azure SQL DB,17,DBA (General),0,Full time employee,Private business,2019,Microsoft SQL Server,Yes,0,Female,136500.0,118335.8381
Russia,10,"MySQL/MariaDB, PostgreSQL, Google Spanner, Google Big Query",10,Developer: BI,0,Independent consultant,Private business,2018,Microsoft SQL Server,No,0,Male,30000.0,50919.18999999999
Romania,5,"Oracle, SAP",3,DBA,6,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,24000.0,32786.95000000001
Australia,17,Microsoft SQL Server,3,DBA,3,Consulting Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,106000.0,74728.76
United Kingdom,4,Microsoft Access,1,Developer: BI,2,Full time employee,Local government,2018,Microsoft SQL Server,Yes,0,Male,47573.49,53117.68000000001
United States,15,"Oracle, Microsoft Access",1,DBA,0,Consulting Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,115000.0,110565.0
Germany,18,"Oracle, MySQL/MariaDB",10,Developer: T-SQL,0,Independent consultant,Private business,2019,Microsoft SQL Server,No,0,Male,70000.0,85035.2
Jersey,10,"Microsoft SQL Server, Microsoft Access",1,Analyst,2,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,70000.0,48300.60000000001
United States,8,Azure SQL DB (any flavor),8,DBA (General),0,Full time employee,Private business,2020,Microsoft SQL Server,No,2,Female,92000.0,76677.51000000001
United States,10,"Oracle, Microsoft Access",10,DBA,4,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,115000.0,118168.0
United States,8,Azure SQL DB,4,DBA,0,Consulting Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,132000.0,86252.98
United States,4,Microsoft SQL Server,2,Developer: App Code,0,Full time employee,State/province government,2017,Microsoft SQL Server,Yes,0,Not Asked,59009.0,71988.50999999998
United States,11,"Oracle, Microsoft Access, SQLite, Azure SQL DB (any flavor)",7,Architect,6,Full time employee,Private business,2020,Microsoft SQL Server,No,2,Male,150000.0,123278.13
United States,15,"Oracle, Microsoft Access, SQLite",10,DBA (General),0,Full time employee,Private business,2018,Microsoft SQL Server,Yes,0,Male,160000.0,125855.39999999998
United States,4,"Microsoft Access, Azure SQL DB (any flavor), Amazon RDS (any flavor)",1,DBA (General),0,Full time employee,Private business,2020,Microsoft SQL Server,No,1,Male,60000.0,79048.0
United States,9,"Microsoft SQL Server, Oracle, PostgreSQL, Azure SQL DB (any flavor)",9,DBA (Development Focus),0,Full time employee,Federal government,2020,Microsoft SQL Server,No,2,Male,106000.0,104014.55
United States,16,"Microsoft SQL Server, MySQL/MariaDB, PostgreSQL, MongoDB",4,Architect,0,Full time employee,Private business,2020,Microsoft SQL Server,Yes,6,Male,150000.0,129737.7336
United States,8,"Microsoft SQL Server, Microsoft Access",2,Architect,0,Full time employee,Private business,2017,Oracle,Yes,0,Not Asked,118000.0,121336.01
United States,3,"Microsoft SQL Server, IBM Netezza (bleh)",5,Analyst,5,Full time employee,Non-profit,2021,Oracle,No,2,Male,90000.0,87058.47
United States,10,"MySQL/MariaDB, PostgreSQL",1,Architect,0,Full time employee,Private business,2017,Microsoft SQL Server,Yes,0,Not Asked,130000.0,117569.99999999999
Netherlands,31,"Microsoft SQL Server, MySQL/MariaDB, PostgreSQL, SQLite, Azure SQL DB",37,DBA,0,Independent consultant,Private business,2017,DB2,Yes,0,Not Asked,76650.0,122322.0
France,20,"Microsoft SQL Server, MySQL/MariaDB, PostgreSQL, DB2, Sybase",11,Architect,2,Full time employee,Private business,2018,Oracle,Yes,0,Male,120000.0,103150.8
United States,12,Azure SQL DB,7,DBA,2,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,90000.0,107086.37999999999
United States,20,"Elasticsearch, Azure SQL DB",5,Data Scientist,0,Full time employee,Private business,2017,Microsoft SQL Server,Yes,0,Not Asked,175000.0,118565.018
United States,3,"MySQL/MariaDB, PostgreSQL, Amazon RDS (any flavor)",1,Developer: BI,0,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,75000.0,73063.00000000001
El Salvador,1,"Microsoft SQL Server, Oracle, MongoDB",1,Analyst,1,Full time employee,Private business,2017,PostgreSQL,No,0,Not Asked,20000.0,56800.94830000001
United States,20,"Oracle, MySQL/MariaDB, PostgreSQL",14,DBA,4,Full time employee,Local government,2017,Microsoft SQL Server,No,0,Not Asked,120000.0,108413.37
Switzerland,10,"MySQL/MariaDB, TM1",4,Developer: BI,0,Full time employee,Private business,2017,Other,No,0,Not Asked,178000.0,108834.35
Puerto Rico,4,Microsoft SQL Server,4,DBA (General),1,Independent consultant,Local government,2021,Microsoft SQL Server,No,1,Male,78300.0,50015.94000000001
United States,21,"Microsoft Access, Azure SQL DB",1,Architect,4,Consulting Full time employee,Federal government,2019,Microsoft SQL Server,No,0,Male,165000.0,130639.71999999997
